a1,sensitive-attr,decision
0.8245000847354441,0,1
-0.8145864352981562,0,0
-0.13975810092930202,0,0
0.40904874122458534,0,1
1.3271694036084765,0,1
-0.33159307086755246,0,0
-0.2994531976328739,0,0
-0.7089791761802857,0,0
0.5415175663979797,0,1
-0.09542560609512371,0,0
-0.9089392108525709,0,0
0.5076197783183289,0,1
0.3035683653175994,0,1
0.5169000714387703,0,1
0.9589362770125044,0,1
-0.23888125442419536,0,0
0.1893311037975371,0,1
0.5758816782165598,0,1
-1.4734878121562685,0,0
-1.11999341095548,0,0
-0.8452756473572827,0,0
-1.236113698352702,0,0
1.040639348915374,0,1
0.8294082980676137,0,1
-0.9472019505970558,0,0
0.27662784142928504,0,1
0.37133509152570404,0,1
0.48703780396898866,0,1
0.1482961556495634,0,1
0.199344039167671,0,1
2.2463696744958113,0,1
0.48805348474596916,0,1
-1.0579505766532342,0,0
-1.6206566996871568,0,0
-1.8249168881732623,0,0
-0.0006361272444075488,0,0
-0.11048974520519317,0,0
1.636703097454302,0,1
-0.025330125910664816,0,0
0.3159202633499394,0,1
-0.7037711857002705,0,0
-0.8248442145984469,0,0
-1.7010644932615664,0,0
-0.48777651711646103,0,0
-1.603593484550108,0,0
0.4394970404531183,0,1
-0.5747784821100986,0,0
1.299728727565398,0,1
0.28928218134586114,0,1
1.740388831170965,0,1
0.2550147092043286,0,1
-1.4378225562262519,0,0
0.4202824549698835,0,1
-0.07550126435451243,0,0
0.11687638262731691,0,1
-0.30393466040457806,0,0
0.18936002686637646,0,1
0.024820758558436674,0,1
1.4265830796068046,0,1
-0.7926983548274785,0,0
1.0640163292828784,0,1
-0.36709340138068797,0,0
0.8882256710343064,0,1
1.445867987958565,0,1
-1.4648267409470506,0,0
0.3823887922118861,0,1
-0.6916161847933392,0,0
0.6854070788711583,0,1
0.46844550867692375,0,1
-0.8961379382312791,0,0
-0.8105791760132008,0,0
2.1626662742427505,0,1
0.4823893196066358,0,1
-0.339392225125698,0,0
-0.17679359967495178,0,0
-1.9216378510685757,0,0
0.968922018262932,0,1
-1.1083061741885316,0,0
-0.5647436309311682,0,0
1.421012261014011,0,1
0.27935283785854725,0,1
-0.617374671113215,0,0
-0.5917204854950803,0,0
0.9468530166495426,0,1
1.8125740740514755,0,1
0.6124053417294966,0,1
0.6726147971355141,0,1
-0.8778423392489928,0,0
-1.3223348940704256,0,0
-0.5458903363476847,0,0
0.9343560712127789,0,1
0.9874746629632408,0,1
0.4962633659121174,0,1
0.03503903519757723,0,1
0.15156254312649564,0,1
1.1144903638221355,0,1
0.43869467050299565,0,1
-0.27370359053553894,0,0
1.2830685116993945,0,1
-1.2527006969193806,0,0
-0.011234302089190518,1,0
0.5288212267512017,1,1
0.5572331711346685,1,1
-0.25226950984692387,1,0
0.17620430182401015,1,1
1.4925178017040452,1,1
1.366704177854493,1,1
1.6935416584001417,1,1
0.6139465814904408,1,1
0.20815117946920503,1,1
1.581594169477638,1,1
2.0718745110436965,1,1
0.13302558079385995,1,1
1.050465205541904,1,1
-1.0887850651110145,1,0
1.7366452118546167,1,1
0.5641658231653507,1,1
0.6462402010594982,1,1
1.7589159903804858,1,1
0.3272430792339065,1,1
-1.0049506696729473,1,0
0.6764870815226492,1,1
0.030455630430773706,1,1
-0.7187543897315443,1,0
-2.2768168580756387,1,0
1.8791823892822648,1,1
1.177019677455422,1,1
0.9333215298538824,1,1
0.4856062036291946,1,1
0.6228629468525412,1,1
0.9036546505855325,1,1
3.231825034763054,1,1
1.5185875929669264,1,1
0.36024214341305827,1,1
0.28557977468430357,1,1
0.6233126283291426,1,1
0.913559667418187,1,1
0.6941086583262304,1,1
-0.4394038598950425,1,0
0.39966675018905296,1,1
-1.2963927371768198,1,0
-1.0495536636600886,1,0
0.3209027602274508,1,1
-1.7292330699861242,1,0
0.4841551703416961,1,1
0.029533248558709535,1,1
0.6752872112409691,1,1
-0.6911428218503153,1,0
0.9868046239667085,1,1
1.4397930196307116,1,1
-0.622021612601376,1,0
-0.11474039853856122,1,0
1.7577276988792587,1,1
0.6176683931766999,1,1
0.706296237597537,1,1
0.5074434666323586,1,1
-1.1532508789689575,1,0
-0.6956648499302673,1,0
0.6288736266444681,1,1
-1.1697673709820835,1,0
1.091620765265788,1,1
1.7279126710687167,1,1
-2.1869425458608345,1,0
0.3826878678091561,1,1
-0.3155648869655501,1,0
1.7189965434403192,1,1
0.1158511813938643,1,1
1.7440760608749313,1,1
-0.5048725392778022,1,0
0.04326375891082207,1,1
-0.4173211161870405,1,0
2.409807154162494,1,1
-0.16249827509338033,1,0
0.1723083047171715,1,1
1.1094898111730218,1,1
0.5685369811098053,1,1
0.6955817687992072,1,1
2.0276942103634785,1,1
1.4656084308776256,1,1
1.7649658879598984,1,1
1.8074204729322014,1,1
1.2544481109150545,1,1
1.3997034216739064,1,1
0.490216857292992,1,1
-0.07949178655439171,1,0
0.46560637659403464,1,1
2.3147089806836227,1,1
-0.9745213651486777,1,0
1.2639161908011518,1,1
1.288529579901601,1,1
0.7036464459911953,1,1
0.9482207555580027,1,1
1.1225882609833238,1,1
-0.8104351516511592,1,0
1.6056773279356622,1,1
1.6161829152746952,1,1
1.8888377055231613,1,1
0.5781863445357146,1,1
-0.3504187591482111,1,0
0.7355116161189816,1,1
