a1,sensitive-attr,decision
-0.6413641460815833,non-privileged,0
0.07766857119686978,non-privileged,1
0.15560275758581837,non-privileged,1
0.7686220257241894,non-privileged,1
1.6617214066920056,non-privileged,1
0.5246908472201466,non-privileged,1
2.4678699278600815,non-privileged,1
-0.40762077337357183,non-privileged,0
-0.7626836040700593,non-privileged,0
-0.6220211454068015,non-privileged,0
0.4443893076681124,non-privileged,1
1.928067194385047,non-privileged,1
-1.302670023071692,non-privileged,0
0.6148949252829357,non-privileged,1
1.8755527723598522,non-privileged,1
0.18682810659213767,non-privileged,1
1.0449716370532862,non-privileged,1
1.3399317228310508,non-privileged,1
0.7060024929224962,non-privileged,1
-0.3715996821259568,non-privileged,0
0.3348162286724217,non-privileged,1
-0.7315925046717101,non-privileged,0
1.2926387200135507,non-privileged,1
0.9308207811339512,non-privileged,1
-1.1018852998489155,non-privileged,0
-0.8399701575248135,non-privileged,0
-0.07802578953785573,non-privileged,0
-1.7546276646801704,non-privileged,0
-0.41587940669656426,non-privileged,0
-0.8384718409022612,non-privileged,0
-0.9652804407035404,non-privileged,0
-0.9418195291971269,non-privileged,0
-0.8609350676723612,non-privileged,0
-0.7655563150812486,non-privileged,0
-0.6386587609631321,non-privileged,0
-0.6417402503999526,non-privileged,0
-2.104688221082844,non-privileged,0
1.1231386021429313,non-privileged,1
0.23400982115896043,non-privileged,1
-0.13295330618822085,non-privileged,0
0.7731983871971304,non-privileged,1
-0.7584847437406865,non-privileged,0
0.19766400702990025,non-privileged,1
1.2614573356106138,non-privileged,1
0.5611168947575444,non-privileged,1
1.3745476991596666,non-privileged,1
0.634198073463967,non-privileged,1
-0.7078737277285254,non-privileged,0
1.2232241645495603,non-privileged,1
-0.36519356959031885,non-privileged,0
1.4947545563879598,non-privileged,1
-2.3026854076519343,non-privileged,0
-0.4231160318437045,non-privileged,0
1.270572227953984,non-privileged,1
-0.9620496123920432,non-privileged,0
1.0250741517418192,non-privileged,1
-1.2470681692087202,non-privileged,0
-0.06983365939438252,non-privileged,0
-0.38203481181009663,non-privileged,0
0.2922386923666949,non-privileged,1
0.4883968797255129,non-privileged,1
1.1276564439165668,non-privileged,1
0.7961113103045991,non-privileged,1
-1.7470313819768697,non-privileged,0
-1.8158612255580495,non-privileged,0
-0.5166347395007055,non-privileged,0
-0.2554288506729574,non-privileged,0
-0.12439301092162053,non-privileged,0
2.2483870374241555,non-privileged,1
0.5206456430075512,non-privileged,1
-0.24549478693880702,non-privileged,0
1.1971203978382268,non-privileged,1
2.2057280495594926,non-privileged,1
1.2249241535695152,non-privileged,1
1.27420567706256,non-privileged,1
0.10061903647329383,non-privileged,1
0.6024506138869463,non-privileged,1
-0.8928104878611643,non-privileged,0
-0.09063025561126091,non-privileged,0
0.8464343851947891,non-privileged,1
-0.35568067049950103,non-privileged,0
0.33894479056399673,non-privileged,1
-1.7569552066397258,non-privileged,0
0.3256013421605418,non-privileged,1
-3.279063075364742,non-privileged,0
1.5815423148536856,non-privileged,1
-1.0590553138350558,non-privileged,0
-0.4277985412282512,non-privileged,0
1.2210827974645067,non-privileged,1
1.2705482212919355,non-privileged,1
0.4186659770848424,non-privileged,1
0.48057177136360546,non-privileged,1
-0.31740335453198726,non-privileged,0
0.0016050606295899019,non-privileged,1
1.150297714098329,non-privileged,1
-0.27553530187928577,non-privileged,0
1.0296293877068003,non-privileged,1
-0.1696195777002481,non-privileged,0
-0.8361746235490914,non-privileged,0
1.1735702879762187,non-privileged,1
-0.854613611906645,privileged,0
-0.19815770638991703,privileged,0
-0.39886831882701035,privileged,0
0.10971915385025233,privileged,1
0.13598542684260406,privileged,1
0.3965610454200861,privileged,1
0.5201236415256976,privileged,1
0.9650067691886826,privileged,1
0.14867956002178218,privileged,1
-0.3449266045094773,privileged,0
0.2848825735122345,privileged,1
0.4140030886075903,privileged,1
1.5425050644069747,privileged,1
-0.3295698654756375,privileged,0
-0.15533795272271855,privileged,0
2.608046160281716,privileged,1
-1.4148760087510817,privileged,0
0.45144850450245644,privileged,1
1.4280625961354771,privileged,1
0.8562276799982589,privileged,1
1.2139412856301093,privileged,1
0.9401931557160734,privileged,1
0.5110387079858639,privileged,1
1.849347064127813,privileged,1
-2.0043529372964928,privileged,0
0.19750516002892826,privileged,1
0.759401361316164,privileged,1
1.6721895800115398,privileged,1
2.0553953542347,privileged,1
-0.11459130338219492,privileged,0
1.8272589792977287,privileged,1
-0.40225640879507707,privileged,0
0.3519114556379062,privileged,1
1.7378727170124306,privileged,1
-0.6839906802772711,privileged,0
-0.620354447343022,privileged,0
1.3211960286732851,privileged,1
0.4587716141698014,privileged,1
-0.2044541620162944,privileged,0
1.0225216379525377,privileged,1
0.6175885871982143,privileged,1
-0.2234698083463157,privileged,0
0.7040402753879259,privileged,1
0.4432912925643775,privileged,1
0.832613817867913,privileged,1
1.0613036137156717,privileged,1
0.9240707568538887,privileged,1
0.08595257025091169,privileged,1
-0.32295792318447114,privileged,0
1.7878176787334426,privileged,1
2.5483110389219115,privileged,1
1.5054237812523907,privileged,1
-0.15336207499255095,privileged,0
0.6705783335958834,privileged,1
3.613991262784167,privileged,1
0.5426283781484766,privileged,1
1.2612803649847464,privileged,1
0.23960619602356514,privileged,1
-0.6984396632952468,privileged,0
0.8793839118927933,privileged,1
1.711248762369149,privileged,1
-2.061322046644456,privileged,0
0.2194009281605933,privileged,1
-0.5243464719688526,privileged,0
2.4898382919936015,privileged,1
-0.306198203096414,privileged,0
0.6714618294130101,privileged,1
-0.8107032912087906,privileged,0
-0.4119741754285625,privileged,0
0.12790616425220613,privileged,1
-0.5020102571837408,privileged,0
0.28642496404603496,privileged,1
1.1640812545434,privileged,1
1.251868442186607,privileged,1
0.3058767092107383,privileged,1
2.5024592789367555,privileged,1
1.350727306140035,privileged,1
1.7602878211501563,privileged,1
0.6573803976786766,privileged,1
0.767783930399069,privileged,1
-0.5151439063499466,privileged,0
1.227401805657474,privileged,1
2.97139377506934,privileged,1
2.3795070294059455,privileged,1
2.028293753225423,privileged,1
0.12835487867963086,privileged,1
-0.026843264459330607,privileged,0
0.30812946282374865,privileged,1
-2.8390002445586235,privileged,0
2.278253686990441,privileged,1
-0.20934855532738383,privileged,0
-0.43988525926459554,privileged,0
0.1939001408431234,privileged,1
0.08878347815617982,privileged,1
0.9363442458664899,privileged,1
2.7728872756285403,privileged,1
0.8674358225816765,privileged,1
0.6061853922279796,privileged,1
0.3193709583997737,privileged,1
1.491262458100369,privileged,1
