algorithm,params,run-id,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,B-accuracy,H-accuracy,W-accuracy,Race-accuracy,B-accuracy_over_W-accuracy,H-accuracy_over_W-accuracy,Race-accuracyRatio,diff:W-accuracytoB-accuracy,diff:W-accuracytoH-accuracy,Race-accuracyDiff,B-TPR,H-TPR,W-TPR,Race-TPR,B-TPR_over_W-TPR,H-TPR_over_W-TPR,Race-TPRRatio,diff:W-TPRtoB-TPR,diff:W-TPRtoH-TPR,Race-TPRDiff,B-TNR,H-TNR,W-TNR,Race-TNR,B-TNR_over_W-TNR,H-TNR_over_W-TNR,Race-TNRRatio,diff:W-TNRtoB-TNR,diff:W-TNRtoH-TNR,Race-TNRDiff,B-FPR,H-FPR,W-FPR,Race-FPR,B-FPR_over_W-FPR,H-FPR_over_W-FPR,Race-FPRRatio,diff:W-FPRtoB-FPR,diff:W-FPRtoH-FPR,Race-FPRDiff,B-FNR,H-FNR,W-FNR,Race-FNR,B-FNR_over_W-FNR,H-FNR_over_W-FNR,Race-FNRRatio,diff:W-FNRtoB-FNR,diff:W-FNRtoH-FNR,Race-FNRDiff,B-calibration+,H-calibration+,W-calibration+,Race-calibration+,B-calibration+_over_W-calibration+,H-calibration+_over_W-calibration+,Race-calibration+Ratio,diff:W-calibration+toB-calibration+,diff:W-calibration+toH-calibration+,Race-calibration+Diff,B-calibration-,H-calibration-,W-calibration-,Race-calibration-,B-calibration-_over_W-calibration-,H-calibration-_over_W-calibration-,Race-calibration-Ratio,diff:W-calibration-toB-calibration-,diff:W-calibration-toH-calibration-,Race-calibration-Diff
Feldman-SVM-DIavgall,lambda=0.0,0,0.75,0.6,0.9,0.75,0.5241424183609591,0.6666666666666666,0.5,0.8666666666666667,0.9,1.0,0.64,0.8466666666666667,1.40625,1.5625,1.484375,1.26,1.3599999999999999,1.31,0.8,0.0,0.5333333333333333,0.4444444444444445,1.5,0.0,0.75,1.2666666666666666,0.4666666666666667,0.8666666666666667,1.0,1.0,0.8,0.9333333333333332,1.25,1.25,1.25,1.2,1.2,1.2,0.0,0.0,0.19999999999999996,0.06666666666666665,0.0,0.0,1.0,0.8,0.8,0.8,0.19999999999999996,1.0,0.4666666666666667,0.5555555555555555,0.4285714285714285,2.142857142857143,1.2857142857142856,0.7333333333333333,1.5333333333333332,1.1333333333333333,1.0,1.0,0.8,0.9333333333333332,1.25,1.25,1.25,1.2,1.2,1.2,0.16666666666666666,0.0,0.4666666666666667,0.2111111111111111,0.3571428571428571,0.0,0.17857142857142855,0.7,0.5333333333333333,0.6166666666666667
Feldman-SVM-DIavgall,lambda=0.05,0,0.725,0.55,0.9,0.7250000000000001,0.4803844614152614,0.7407407407407408,0.5555555555555556,0.9066666666666667,0.9,1.0,0.6,0.8333333333333334,1.5,1.6666666666666667,1.5833333333333335,1.3,1.4,1.35,0.8,0.0,0.4666666666666667,0.4222222222222222,1.7142857142857144,0.0,0.8571428571428572,1.3333333333333335,0.5333333333333333,0.9333333333333333,1.0,1.0,0.8,0.9333333333333332,1.25,1.25,1.25,1.2,1.2,1.2,0.0,0.0,0.19999999999999996,0.06666666666666665,0.0,0.0,1.0,0.8,0.8,0.8,0.19999999999999996,1.0,0.5333333333333333,0.5777777777777778,0.37499999999999994,1.875,1.125,0.6666666666666666,1.4666666666666668,1.0666666666666667,1.0,1.0,0.7777777777777778,0.9259259259259259,1.2857142857142856,1.2857142857142856,1.2857142857142856,1.2222222222222223,1.2222222222222223,1.2222222222222223,0.16666666666666666,0.0,0.5,0.2222222222222222,0.3333333333333333,0.0,0.16666666666666666,0.6666666666666666,0.5,0.5833333333333333
Feldman-SVM-DIavgall,lambda=0.1,0,0.8,0.75,0.85,0.8,0.6030226891555271,0.8333333333333334,0.7291666666666667,0.92,1.0,0.8,0.72,0.84,1.3888888888888888,1.1111111111111112,1.25,1.28,1.08,1.1800000000000002,1.0,0.0,0.6666666666666666,0.5555555555555555,1.5,0.0,0.75,1.3333333333333335,0.33333333333333337,0.8333333333333335,1.0,1.0,0.8,0.9333333333333332,1.25,1.25,1.25,1.2,1.2,1.2,0.0,0.0,0.19999999999999996,0.06666666666666665,0.0,0.0,1.0,0.8,0.8,0.8,0.0,1.0,0.33333333333333337,0.4444444444444445,0.0,2.9999999999999996,1.4999999999999998,0.6666666666666666,1.6666666666666665,1.1666666666666665,1.0,0.0,0.8333333333333334,0.6111111111111112,1.2,0.0,0.6,1.1666666666666665,0.16666666666666663,0.6666666666666665,0.0,0.0,0.38461538461538464,0.12820512820512822,0.0,0.0,1.0,0.6153846153846154,0.6153846153846154,0.6153846153846154
Feldman-SVM-DIavgall,lambda=0.15,0,0.775,0.7,0.85,0.7749999999999999,0.5562939111665911,0.9090909090909092,0.7954545454545455,0.96,1.0,0.8,0.68,0.8266666666666667,1.4705882352941175,1.1764705882352942,1.3235294117647058,1.3199999999999998,1.12,1.22,1.0,0.0,0.6,0.5333333333333333,1.6666666666666667,0.0,0.8333333333333334,1.4,0.4,0.8999999999999999,1.0,1.0,0.8,0.9333333333333332,1.25,1.25,1.25,1.2,1.2,1.2,0.0,0.0,0.19999999999999996,0.06666666666666665,0.0,0.0,1.0,0.8,0.8,0.8,0.0,1.0,0.4,0.4666666666666666,0.0,2.5,1.25,0.6,1.6,1.1,1.0,0.0,0.8181818181818182,0.6060606060606061,1.222222222222222,0.0,0.611111111111111,1.1818181818181817,0.18181818181818177,0.6818181818181817,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714
Feldman-SVM-DIavgall,lambda=0.2,0,0.75,0.6,0.9,0.75,0.5241424183609591,1.25,1.09375,1.08,1.0,0.8,0.64,0.8133333333333334,1.5625,1.25,1.40625,1.3599999999999999,1.1600000000000001,1.26,1.0,0.0,0.4666666666666667,0.48888888888888893,2.142857142857143,0.0,1.0714285714285714,1.5333333333333332,0.5333333333333333,1.0333333333333332,1.0,1.0,0.9,0.9666666666666667,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1,1.1,1.1,0.0,0.0,0.09999999999999998,0.033333333333333326,0.0,0.0,1.0,0.9,0.9,0.9,0.0,1.0,0.5333333333333333,0.5111111111111111,0.0,1.875,0.9375,0.4666666666666667,1.4666666666666668,0.9666666666666668,1.0,0.0,0.875,0.625,1.1428571428571428,0.0,0.5714285714285714,1.125,0.125,0.625,0.0,0.0,0.47058823529411764,0.1568627450980392,0.0,0.0,1.0,0.5294117647058824,0.5294117647058824,0.5294117647058824
Feldman-SVM-DIavgall,lambda=0.25,0,0.875,1.0,0.75,0.875,0.7745966692414834,0.784313725490196,0.8088235294117646,0.8533333333333333,1.0,0.4,0.92,0.7733333333333333,1.0869565217391304,0.43478260869565216,0.7608695652173912,1.08,0.48,0.78,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,0.8,0.9333333333333332,1.25,1.25,1.25,1.2,1.2,1.2,0.0,0.0,0.19999999999999996,0.06666666666666665,0.0,0.0,1.0,0.8,0.8,0.8,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.5,1.0,2.0,1.5,1.0,0.0,0.8823529411764706,0.6274509803921569,1.1333333333333333,0.0,0.5666666666666667,1.1176470588235294,0.11764705882352944,0.6176470588235294,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-DIavgall,lambda=0.3,0,0.9,0.95,0.85,0.8999999999999999,0.8040302522073698,0.9523809523809523,0.9821428571428571,0.9733333333333333,1.0,0.4,0.96,0.7866666666666666,1.0416666666666667,0.4166666666666667,0.7291666666666667,1.04,0.44000000000000006,0.74,1.0,0.0,0.9333333333333333,0.6444444444444445,1.0714285714285714,0.0,0.5357142857142857,1.0666666666666667,0.06666666666666665,0.5666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06666666666666665,0.35555555555555557,0.0,15.000000000000004,7.500000000000002,0.9333333333333333,1.9333333333333333,1.4333333333333333,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.09090909090909091,0.030303030303030304,0.0,0.0,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091
Feldman-SVM-DIavgall,lambda=0.35,0,0.9,0.95,0.85,0.8999999999999999,0.8040302522073698,0.9523809523809523,0.9821428571428571,0.9733333333333333,1.0,0.4,0.96,0.7866666666666666,1.0416666666666667,0.4166666666666667,0.7291666666666667,1.04,0.44000000000000006,0.74,1.0,0.0,0.9333333333333333,0.6444444444444445,1.0714285714285714,0.0,0.5357142857142857,1.0666666666666667,0.06666666666666665,0.5666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06666666666666665,0.35555555555555557,0.0,15.000000000000004,7.500000000000002,0.9333333333333333,1.9333333333333333,1.4333333333333333,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.09090909090909091,0.030303030303030304,0.0,0.0,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091
Feldman-SVM-DIavgall,lambda=0.4,0,0.875,0.95,0.8,0.875,0.7585826061362604,0.888888888888889,0.9166666666666667,0.9333333333333333,1.0,0.4,0.92,0.7733333333333333,1.0869565217391304,0.43478260869565216,0.7608695652173912,1.08,0.48,0.78,1.0,0.0,0.9333333333333333,0.6444444444444445,1.0714285714285714,0.0,0.5357142857142857,1.0666666666666667,0.06666666666666665,0.5666666666666667,1.0,1.0,0.9,0.9666666666666667,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1,1.1,1.1,0.0,0.0,0.09999999999999998,0.033333333333333326,0.0,0.0,1.0,0.9,0.9,0.9,0.0,1.0,0.06666666666666665,0.35555555555555557,0.0,15.000000000000004,7.500000000000002,0.9333333333333333,1.9333333333333333,1.4333333333333333,1.0,0.0,0.9333333333333333,0.6444444444444445,1.0714285714285714,0.0,0.5357142857142857,1.0666666666666667,0.06666666666666665,0.5666666666666667,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,1.0,0.9,0.9,0.9
Feldman-SVM-DIavgall,lambda=0.45,0,0.85,1.0,0.7,0.85,0.7337993857053426,0.8823529411764705,0.8823529411764705,0.9199999999999999,0.9,0.4,0.92,0.7400000000000001,0.9782608695652174,0.43478260869565216,0.7065217391304348,0.98,0.48,0.73,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.5,1.0,0.0,0.5,0.8,1.0,0.8,0.8666666666666667,1.0,1.25,1.125,1.0,1.2,1.1,0.19999999999999996,0.0,0.19999999999999996,0.1333333333333333,1.0,0.0,0.5,1.0,0.8,0.9,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.5,1.0,2.0,1.5,0.8333333333333334,0.0,0.8823529411764706,0.5718954248366014,0.9444444444444445,0.0,0.47222222222222227,0.9509803921568628,0.11764705882352944,0.5343137254901962,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-DIavgall,lambda=0.5,0,0.85,0.95,0.75,0.85,0.7144345083117601,1.0,1.0,1.0,0.9,0.4,0.92,0.7400000000000001,0.9782608695652174,0.43478260869565216,0.7065217391304348,0.98,0.48,0.73,1.0,0.0,0.9333333333333333,0.6444444444444445,1.0714285714285714,0.0,0.5357142857142857,1.0666666666666667,0.06666666666666665,0.5666666666666667,0.8,1.0,0.9,0.9,0.888888888888889,1.1111111111111112,1.0,0.9,1.1,1.0,0.19999999999999996,0.0,0.09999999999999998,0.09999999999999998,2.0,0.0,1.0,1.1,0.9,1.0,0.0,1.0,0.06666666666666665,0.35555555555555557,0.0,15.000000000000004,7.500000000000002,0.9333333333333333,1.9333333333333333,1.4333333333333333,0.8333333333333334,0.0,0.9333333333333333,0.5888888888888889,0.8928571428571429,0.0,0.44642857142857145,0.9,0.06666666666666665,0.48333333333333334,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,1.0,0.9,0.9,0.9
Feldman-SVM-DIavgall,lambda=0.55,0,0.9,1.0,0.8,0.9,0.816496580927726,0.8333333333333333,0.859375,0.8933333333333333,1.0,0.4,0.96,0.7866666666666666,1.0416666666666667,0.4166666666666667,0.7291666666666667,1.04,0.44000000000000006,0.74,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,0.9,0.9666666666666667,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1,1.1,1.1,0.0,0.0,0.09999999999999998,0.033333333333333326,0.0,0.0,1.0,0.9,0.9,0.9,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.5,1.0,2.0,1.5,1.0,0.0,0.9375,0.6458333333333334,1.0666666666666667,0.0,0.5333333333333333,1.0625,0.0625,0.5625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-DIavgall,lambda=0.6,0,0.875,1.0,0.75,0.875,0.7745966692414834,0.784313725490196,0.8088235294117646,0.8533333333333333,1.0,0.4,0.92,0.7733333333333333,1.0869565217391304,0.43478260869565216,0.7608695652173912,1.08,0.48,0.78,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,0.8,0.9333333333333332,1.25,1.25,1.25,1.2,1.2,1.2,0.0,0.0,0.19999999999999996,0.06666666666666665,0.0,0.0,1.0,0.8,0.8,0.8,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.5,1.0,2.0,1.5,1.0,0.0,0.8823529411764706,0.6274509803921569,1.1333333333333333,0.0,0.5666666666666667,1.1176470588235294,0.11764705882352944,0.6176470588235294,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-DIavgall,lambda=0.65,0,0.825,1.0,0.65,0.825,0.6938886664887111,0.8333333333333334,0.8333333333333334,0.88,0.9,0.4,0.88,0.7266666666666667,1.0227272727272727,0.4545454545454546,0.7386363636363636,1.02,0.52,0.77,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.5,1.0,0.0,0.5,0.8,1.0,0.7,0.8333333333333334,1.142857142857143,1.4285714285714286,1.2857142857142858,1.1,1.3,1.2000000000000002,0.19999999999999996,0.0,0.30000000000000004,0.16666666666666666,0.6666666666666664,0.0,0.3333333333333332,0.8999999999999999,0.7,0.7999999999999999,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.5,1.0,2.0,1.5,0.8333333333333334,0.0,0.8333333333333334,0.5555555555555556,1.0,0.0,0.5,1.0,0.16666666666666663,0.5833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-DIavgall,lambda=0.7,0,0.825,1.0,0.65,0.825,0.6938886664887111,0.8333333333333334,0.8333333333333334,0.88,0.9,0.4,0.88,0.7266666666666667,1.0227272727272727,0.4545454545454546,0.7386363636363636,1.02,0.52,0.77,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.5,1.0,0.0,0.5,0.8,1.0,0.7,0.8333333333333334,1.142857142857143,1.4285714285714286,1.2857142857142858,1.1,1.3,1.2000000000000002,0.19999999999999996,0.0,0.30000000000000004,0.16666666666666666,0.6666666666666664,0.0,0.3333333333333332,0.8999999999999999,0.7,0.7999999999999999,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.5,1.0,2.0,1.5,0.8333333333333334,0.0,0.8333333333333334,0.5555555555555556,1.0,0.0,0.5,1.0,0.16666666666666663,0.5833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
