a1,sensitive-attr,decision
-1.0123471908134196,0,1
-2.320088435928398,0,0
0.45331716511784065,0,1
0.44369309654350525,0,1
0.9570767826327206,0,1
-0.7168101132102799,0,1
0.5239594498452789,0,1
1.238230009033195,0,1
-1.1493933096996625,0,0
-0.27248601950435847,0,1
-0.34855440696170875,0,1
-0.40584008982786185,0,1
0.6006825873130952,0,1
-0.35913097708015834,0,1
-1.1104991357874185,0,0
-0.5809088649935603,0,1
0.14518244487826,0,1
0.20606755916887687,0,1
-1.8799215814475096,0,0
-0.3527736798419441,0,1
-1.0948519348021621,0,1
0.7819800090298574,0,1
-0.15806277758343876,0,1
0.35698254569776505,0,1
-1.7385351162526965,0,0
-1.0745375566930395,0,1
-0.5247044247097736,0,1
-1.0785855229511256,0,1
-1.5602420452298633,0,0
-0.3501866557639853,0,1
0.05393004949379882,0,1
0.43338604560823507,0,1
0.05873370850992234,0,1
-1.6616445297287306,0,0
0.5159577400824392,0,1
1.1841455334850255,0,1
-2.7106125803109777,0,0
-0.790743504971322,0,1
-0.9257240828117613,0,1
1.2619946233807435,0,1
0.26133191369096404,0,1
0.28602267163147854,0,1
-0.7618371017396843,0,1
-1.6563528758649255,0,0
0.7680336817009306,0,1
2.161885305098872,0,1
2.8764522712702436,0,1
0.4582872778149366,0,1
0.875105978549218,0,1
0.749366353560889,0,1
-0.4310616351395777,0,1
-0.7856895829794106,0,1
-0.014323938681605121,0,1
0.1330242527656808,0,1
0.10723244826230709,0,1
0.5067549763734631,0,1
0.8222337730902827,0,1
-0.7001836915653095,0,1
1.3941425033938246,0,1
0.6614312691766951,0,1
0.5734821002301894,0,1
-2.4839823182002583,0,0
0.03660059364385305,0,1
3.3261609697440555,0,1
-0.3739096727811935,0,1
1.2439253895716118,0,1
0.8323298063411472,0,1
-0.14019594796419804,0,1
0.8277831048844023,0,1
-1.7201851130807977,0,0
-0.34174411913457153,0,1
1.021345159339384,0,1
-0.08114139330430717,0,1
0.22139605037856022,0,1
-0.8679984996438077,0,1
0.33411785436250946,0,1
-0.8592670070308457,0,1
-1.2729864356353258,0,0
-0.01974782575646843,0,1
-0.5386309467939194,0,1
-0.5420338597919581,0,1
-1.8214666761743972,0,0
0.5074050178880282,0,1
-0.12464235748736145,0,1
-0.6410013034955357,0,1
-1.1583320757880746,0,0
0.06719075187232455,0,1
2.2476604025901765,0,1
-0.23137223070573554,0,1
0.21257925559688534,0,1
1.9219951025799522,0,1
0.9166035973235672,0,1
0.8174549129644639,0,1
-0.2929443397651332,0,1
0.12238051389364096,0,1
0.7283252044611879,0,1
0.2697051756661511,0,1
-1.2299203517250303,0,0
-2.4558446694347102,0,0
0.3598224741918283,0,1
1.5547775159778354,1,1
2.272229925676739,1,1
0.10182305035710909,1,1
-0.4336138728460883,1,1
-0.15298483566398347,1,1
1.0944036072423282,1,1
1.1286459807490399,1,1
2.789590527088881,1,1
-0.20203352415367293,1,1
-0.4408103832524096,1,1
0.8621921058704286,1,1
1.6176398012210127,1,1
0.643127040244245,1,1
1.016734027034421,1,1
-1.243516154311354,1,0
1.1700247404564037,1,1
-0.8199591244590405,1,1
0.607007939117635,1,1
0.021501061286785306,1,1
0.5992075094904554,1,1
0.942497636665294,1,1
1.2998436069008295,1,1
-0.658624013825053,1,1
-0.2953790064371351,1,1
0.2330390486291069,1,1
-0.2661094138199298,1,1
1.69948527376616,1,1
1.0841496268206758,1,1
-0.15515409457853047,1,1
2.5756059009672376,1,1
-0.18193175841563358,1,1
2.3313795512916897,1,1
0.06527505856399085,1,1
0.19061335994085055,1,1
-1.5093596698177985,1,0
1.05843504853043,1,1
-1.973616822907783,1,0
0.9444212444364866,1,1
1.6692166898378586,1,1
0.7946338293734507,1,1
1.7139915553998901,1,1
0.6858231754426365,1,1
-1.4383603836810614,1,0
-0.8028618825124498,1,1
0.7997116717707384,1,1
1.2782815654972906,1,1
0.8065950740508455,1,1
-0.30331343246232423,1,1
0.8478554742496096,1,1
-0.721696016850436,1,1
-0.3649946325347718,1,1
-0.026902165209677253,1,1
0.8915321702799494,1,1
1.9712897818693298,1,1
2.915162806597056,1,1
-0.2640159615249499,1,1
1.0697604786265207,1,1
2.9469137174036324,1,1
1.3245880724989947,1,1
0.6342276670912514,1,1
0.5233930837856098,1,1
1.281787073325109,1,1
0.7826714494013607,1,1
1.4027168726166335,1,1
1.472149752960107,1,1
2.219411113362148,1,1
1.0499380829302916,1,1
-0.1937242532850938,1,1
-0.15643239302950762,1,1
-0.5813456671340547,1,1
0.3783711241215948,1,1
-0.5880610172544676,1,1
1.2862341174100436,1,1
1.1148097074257621,1,1
-0.261945322089706,1,1
2.2284309150498203,1,1
-0.07298528186747288,1,1
0.11838299171732652,1,1
0.5640254495784582,1,1
-0.17828530013786392,1,1
0.12969871033902625,1,1
0.5770614719080801,1,1
-0.15839081729323645,1,1
-0.9023887855824511,1,1
1.3163859323064497,1,1
0.09715217794878894,1,1
1.09823532001651,1,1
1.222382333673568,1,1
0.22730343740338177,1,1
1.7361647740455708,1,1
0.7872386961086164,1,1
0.3008510495118479,1,1
1.256300354965071,1,1
0.33880371295482015,1,1
-0.47212087935120317,1,1
-0.6086170821837167,1,1
1.244270236927337,1,1
1.134997810471078,1,1
1.2678904180900639,1,1
1.536782900255883,1,1
