a1,sensitive-attr,decision
-0.018080594358643648,0,0
-0.6459318701991662,0,0
-2.040345069219694,0,0
0.9768544754096813,0,0
-1.1849577117614685,0,0
0.5597696981185669,0,0
-0.5563751485547145,0,0
-0.5158818583989628,0,0
-0.8758571210723037,0,0
0.3601200696157318,0,0
-0.2965315778582662,0,0
2.489289781836977,0,1
-0.22566649341005185,0,0
-1.523918726580042,0,0
-0.2429687146978864,0,0
0.1166029513920263,0,0
-1.782393218321206,0,0
0.9909912622536377,0,0
0.19790827654471427,0,0
0.10291698305798715,0,0
1.6033690469527984,0,0
0.19542868586660644,0,0
0.26455134533092894,0,0
0.39819508900911915,0,0
-1.142814971418468,0,0
-0.1527052401615585,0,0
-1.7582985882111954,0,0
0.6011936802993295,0,0
-1.0839338459049335,0,0
0.5843095893760327,0,0
-0.42047763601401283,0,0
-0.3250844733557098,0,0
0.860292024443409,0,0
-1.4318641750795522,0,0
-0.14540578964586054,0,0
-0.8039545891076897,0,0
-0.5879848980699347,0,0
0.37762021091741577,0,0
1.5739335495070206,0,0
-0.15098385068671163,0,0
0.2787626300742931,0,0
-0.15500492151730064,0,0
0.04604461444735931,0,0
0.6256921386363794,0,0
0.4068950719730893,0,0
-0.44976719149021505,0,0
0.752988407898451,0,0
0.01906007788877688,0,0
0.9418476645384632,0,0
-2.8181471929600703,0,0
-0.03894872188237042,0,0
-0.8869962593441579,0,0
-1.443572162917312,0,0
0.5881127592040656,0,0
0.1936296611305447,0,0
1.847005830095466,0,1
-0.2925124641756213,0,0
0.21294294900534394,0,0
-0.2691467843371226,0,0
-0.6658570083508482,0,0
-0.024754441881585054,0,0
0.548357766417351,0,0
0.6663286549323265,0,0
-0.6698219189794865,0,0
-1.5973053020260601,0,0
-0.07129165756279864,0,0
0.8895765518994024,0,0
0.9170553706380731,0,0
0.01822299732349955,0,0
0.7128872413694526,0,0
-0.6761766748241614,0,0
0.41954478291266434,0,0
1.3348193131597565,0,0
0.5406044375244449,0,0
-0.515382915726477,0,0
0.7696467257699351,0,0
-0.4164732905812639,0,0
-1.4192464569385004,0,0
0.7182746912484872,0,0
-0.9815521348790078,0,0
1.178620674055856,0,0
-0.5931262669577907,0,0
-1.5734819091350996,0,0
1.4684984804294716,0,0
-1.1999372025213444,0,0
2.103559867899175,0,1
-0.9897640332325724,0,0
-0.565503901417292,0,0
0.40810365725546077,0,0
1.0331604253841296,0,0
0.7203233770716433,0,0
1.9005004503116438,0,1
-0.34845836895881366,0,0
-0.17943458763540693,0,0
0.41695705299859703,0,0
-0.5990178764395816,0,0
1.4359176020942472,0,0
-1.9853060899400063,0,0
-1.6456158795500169,0,0
0.3157323083471969,0,0
0.7337230006162601,1,0
-2.014436437033806,1,0
0.9128722965728869,1,0
-0.552024733658552,1,0
-0.23679251382298372,1,0
0.7146572809054776,1,0
-0.27513042564486945,1,0
1.1099950633529434,1,0
-0.20724646204807118,1,0
1.2017878423541486,1,0
0.6038377194874404,1,0
1.3619752012485518,1,0
-0.9865129184804886,1,0
0.08970704110340527,1,0
0.45848330594553327,1,0
-1.1848917750083792,1,0
1.506595499864279,1,0
1.4375925473591398,1,0
1.4965736726754946,1,0
-0.8118354453129037,1,0
0.8633977883574138,1,0
1.592127003275073,1,0
1.3256197385525286,1,0
0.14473585100645037,1,0
1.8370077995367227,1,1
1.9550826774657486,1,1
-0.920939418313035,1,0
1.7390263875779923,1,1
1.6912645509895725,1,1
1.5522217580530389,1,0
1.4123142716106813,1,0
2.2301337528103935,1,1
-1.5788156029455482,1,0
0.7447082307395569,1,0
1.9435390452574572,1,1
1.0453764784915252,1,0
0.4000393793918385,1,0
-0.8817582713687218,1,0
0.7128319678968164,1,0
2.5519405732047815,1,1
-0.14390497362155374,1,0
1.5327481586843674,1,0
-0.09042150004106608,1,0
0.6134980423924027,1,0
-1.243334238631384,1,0
-0.9753728132451636,1,0
0.7990092191837518,1,0
1.4926734461886009,1,0
0.4511859790487721,1,0
2.367738476333567,1,1
0.4087461829737078,1,0
1.2517885201148804,1,0
-0.4060292036745088,1,0
1.845858277423735,1,1
0.8183039519818777,1,0
-0.13882846148897898,1,0
0.7751562504067842,1,0
-1.4782098919142168,1,0
0.12793889200529585,1,0
1.1409820423817503,1,0
-0.173288875904137,1,0
0.8632668496177873,1,0
1.8442778569235767,1,1
1.0492321372915208,1,0
0.13694650207844744,1,0
1.5364136538881892,1,0
1.8577932941552857,1,1
1.416719387627518,1,0
-0.03067300173504295,1,0
1.4499080290012105,1,0
-0.06963804075556868,1,0
-1.0059624859608138,1,0
2.216328498079953,1,1
1.7803320126034021,1,1
-0.2900357435185521,1,0
1.644231638372585,1,0
0.822140344289114,1,0
3.477523235964002,1,1
0.5326529358104739,1,0
0.4140104840115975,1,0
-0.5278058727500463,1,0
0.24242279563911834,1,0
1.0121654315921595,1,0
-1.6929191193876552,1,0
0.5708411273907951,1,0
0.07187788688529506,1,0
0.9169941576119933,1,0
-1.090461928312012,1,0
-0.9465990585073538,1,0
-0.0045582326814699314,1,0
0.7203420781403967,1,0
1.9379419502053594,1,1
0.08191561750380688,1,0
-0.6617517431469317,1,0
1.142051100693064,1,0
-0.4555020654088491,1,0
-0.08851838971176151,1,0
3.2633474916585627,1,1
0.7100438314191063,1,0
-1.8694927986069705,1,0
