a1,sensitive-attr,decision
-1.6787011037360682,non-privileged,0
-0.48903211678874153,non-privileged,0
-2.123319703077938,non-privileged,0
0.1660192274859676,non-privileged,0
-0.11215321152623921,non-privileged,0
0.3924960422280067,non-privileged,0
-1.4527149413073788,non-privileged,0
3.091774621606418,non-privileged,1
0.09440899875858492,non-privileged,0
-1.8228905977538568,non-privileged,0
-0.26316929246528487,non-privileged,0
-1.2374841583764988,non-privileged,0
-0.33788639058672154,non-privileged,0
-0.655791358076266,non-privileged,0
0.9547020492177675,non-privileged,0
1.2587372238909078,non-privileged,0
-0.019750868560682665,non-privileged,0
-2.575436845851612,non-privileged,0
-0.05811890160437207,non-privileged,0
0.6328113473019087,non-privileged,0
-0.8162900336468167,non-privileged,0
-0.14447935175777182,non-privileged,0
-0.03615006882822041,non-privileged,0
-0.026882812518271886,non-privileged,0
1.43791647005719,non-privileged,0
-0.9583013539074242,non-privileged,0
0.5265961615049547,non-privileged,0
-1.1701430435430196,non-privileged,0
0.36186557099280986,non-privileged,0
-1.4623417220077957,non-privileged,0
-1.5684968056310589,non-privileged,0
0.8374720392408512,non-privileged,0
-0.45067662393562175,non-privileged,0
0.11781704335288294,non-privileged,0
-0.8849110486828748,non-privileged,0
-0.36586667389771027,non-privileged,0
0.27454176709299516,non-privileged,0
-0.17866589978115305,non-privileged,0
-1.364002907038271,non-privileged,0
0.26904587976640654,non-privileged,0
-0.4135438258554036,non-privileged,0
-0.2917809103245047,non-privileged,0
0.11374970690179602,non-privileged,0
-1.1297778421318714,non-privileged,0
-0.4572636541783986,non-privileged,0
1.1287157425875565,non-privileged,0
1.263541618714715,non-privileged,0
0.9883597917997936,non-privileged,0
1.2202768836289404,non-privileged,0
-2.153525247365257,non-privileged,0
0.03379906175777204,non-privileged,0
-0.944368565550808,non-privileged,0
-1.747522660814695,non-privileged,0
1.3227253830765342,non-privileged,0
0.8929932411223216,non-privileged,0
0.4920998083912622,non-privileged,0
-1.5605308961537407,non-privileged,0
1.099512820233553,non-privileged,0
-0.30392592648614425,non-privileged,0
1.2524189950822244,non-privileged,0
0.38571695020402735,non-privileged,0
-1.9456981499936934,non-privileged,0
0.9720582455972809,non-privileged,0
-1.1302313203796472,non-privileged,0
-1.657452972444311,non-privileged,0
-0.656643828074395,non-privileged,0
-1.1013103397749096,non-privileged,0
0.13686318191709587,non-privileged,0
1.4991918988046862,non-privileged,0
-0.0823785268405804,non-privileged,0
0.3152994002896952,non-privileged,0
0.6433449311830631,non-privileged,0
0.5173461167310103,non-privileged,0
-1.2501729524686271,non-privileged,0
-0.6240712408046765,non-privileged,0
-0.9543680062520778,non-privileged,0
-2.1141616994878967,non-privileged,0
