a1,sensitive-attr,decision
0.8245000847354441,non-privileged,1
-0.8145864352981562,non-privileged,0
-0.13975810092930202,non-privileged,0
0.40904874122458534,non-privileged,1
1.3271694036084765,non-privileged,1
-0.33159307086755246,non-privileged,0
-0.2994531976328739,non-privileged,0
-0.7089791761802857,non-privileged,0
0.5415175663979797,non-privileged,1
-0.09542560609512371,non-privileged,0
-0.9089392108525709,non-privileged,0
0.5076197783183289,non-privileged,1
0.3035683653175994,non-privileged,1
0.5169000714387703,non-privileged,1
0.9589362770125044,non-privileged,1
-0.23888125442419536,non-privileged,0
0.1893311037975371,non-privileged,1
0.5758816782165598,non-privileged,1
-1.4734878121562685,non-privileged,0
-1.11999341095548,non-privileged,0
-0.8452756473572827,non-privileged,0
-1.236113698352702,non-privileged,0
1.040639348915374,non-privileged,1
0.8294082980676137,non-privileged,1
-0.9472019505970558,non-privileged,0
0.27662784142928504,non-privileged,1
0.37133509152570404,non-privileged,1
0.48703780396898866,non-privileged,1
0.1482961556495634,non-privileged,1
0.199344039167671,non-privileged,1
2.2463696744958113,non-privileged,1
0.48805348474596916,non-privileged,1
-1.0579505766532342,non-privileged,0
-1.6206566996871568,non-privileged,0
-1.8249168881732623,non-privileged,0
-0.0006361272444075488,non-privileged,0
-0.11048974520519317,non-privileged,0
1.636703097454302,non-privileged,1
-0.025330125910664816,non-privileged,0
0.3159202633499394,non-privileged,1
-0.7037711857002705,non-privileged,0
-0.8248442145984469,non-privileged,0
-1.7010644932615664,non-privileged,0
-0.48777651711646103,non-privileged,0
-1.603593484550108,non-privileged,0
0.4394970404531183,non-privileged,1
-0.5747784821100986,non-privileged,0
1.299728727565398,non-privileged,1
0.28928218134586114,non-privileged,1
1.740388831170965,non-privileged,1
0.2550147092043286,non-privileged,1
-1.4378225562262519,non-privileged,0
0.4202824549698835,non-privileged,1
-0.07550126435451243,non-privileged,0
0.11687638262731691,non-privileged,1
-0.30393466040457806,non-privileged,0
0.18936002686637646,non-privileged,1
0.024820758558436674,non-privileged,1
1.4265830796068046,non-privileged,1
-0.7926983548274785,non-privileged,0
1.0640163292828784,non-privileged,1
-0.36709340138068797,non-privileged,0
0.8882256710343064,non-privileged,1
1.445867987958565,non-privileged,1
-1.4648267409470506,non-privileged,0
0.3823887922118861,non-privileged,1
-0.6916161847933392,non-privileged,0
0.6854070788711583,non-privileged,1
0.46844550867692375,non-privileged,1
-0.8961379382312791,non-privileged,0
-0.8105791760132008,non-privileged,0
2.1626662742427505,non-privileged,1
0.4823893196066358,non-privileged,1
-0.339392225125698,non-privileged,0
-0.17679359967495178,non-privileged,0
-1.9216378510685757,non-privileged,0
0.968922018262932,non-privileged,1
-1.1083061741885316,non-privileged,0
-0.5647436309311682,non-privileged,0
1.421012261014011,non-privileged,1
0.27935283785854725,non-privileged,1
-0.617374671113215,non-privileged,0
-0.5917204854950803,non-privileged,0
0.9468530166495426,non-privileged,1
1.8125740740514755,non-privileged,1
0.6124053417294966,non-privileged,1
0.6726147971355141,non-privileged,1
-0.8778423392489928,non-privileged,0
-1.3223348940704256,non-privileged,0
-0.5458903363476847,non-privileged,0
0.9343560712127789,non-privileged,1
0.9874746629632408,non-privileged,1
0.4962633659121174,non-privileged,1
0.03503903519757723,non-privileged,1
0.15156254312649564,non-privileged,1
1.1144903638221355,non-privileged,1
0.43869467050299565,non-privileged,1
-0.27370359053553894,non-privileged,0
1.2830685116993945,non-privileged,1
-1.2527006969193806,non-privileged,0
-0.011234302089190518,privileged,0
0.5288212267512017,privileged,1
0.5572331711346685,privileged,1
-0.25226950984692387,privileged,0
0.17620430182401015,privileged,1
1.4925178017040452,privileged,1
1.366704177854493,privileged,1
1.6935416584001417,privileged,1
0.6139465814904408,privileged,1
0.20815117946920503,privileged,1
1.581594169477638,privileged,1
2.0718745110436965,privileged,1
0.13302558079385995,privileged,1
1.050465205541904,privileged,1
-1.0887850651110145,privileged,0
1.7366452118546167,privileged,1
0.5641658231653507,privileged,1
0.6462402010594982,privileged,1
1.7589159903804858,privileged,1
0.3272430792339065,privileged,1
-1.0049506696729473,privileged,0
0.6764870815226492,privileged,1
0.030455630430773706,privileged,1
-0.7187543897315443,privileged,0
-2.2768168580756387,privileged,0
1.8791823892822648,privileged,1
1.177019677455422,privileged,1
0.9333215298538824,privileged,1
0.4856062036291946,privileged,1
0.6228629468525412,privileged,1
0.9036546505855325,privileged,1
3.231825034763054,privileged,1
1.5185875929669264,privileged,1
0.36024214341305827,privileged,1
0.28557977468430357,privileged,1
0.6233126283291426,privileged,1
0.913559667418187,privileged,1
0.6941086583262304,privileged,1
-0.4394038598950425,privileged,0
0.39966675018905296,privileged,1
-1.2963927371768198,privileged,0
-1.0495536636600886,privileged,0
0.3209027602274508,privileged,1
-1.7292330699861242,privileged,0
0.4841551703416961,privileged,1
0.029533248558709535,privileged,1
0.6752872112409691,privileged,1
-0.6911428218503153,privileged,0
0.9868046239667085,privileged,1
1.4397930196307116,privileged,1
-0.622021612601376,privileged,0
-0.11474039853856122,privileged,0
1.7577276988792587,privileged,1
0.6176683931766999,privileged,1
0.706296237597537,privileged,1
0.5074434666323586,privileged,1
-1.1532508789689575,privileged,0
-0.6956648499302673,privileged,0
0.6288736266444681,privileged,1
-1.1697673709820835,privileged,0
1.091620765265788,privileged,1
1.7279126710687167,privileged,1
-2.1869425458608345,privileged,0
0.3826878678091561,privileged,1
-0.3155648869655501,privileged,0
1.7189965434403192,privileged,1
0.1158511813938643,privileged,1
1.7440760608749313,privileged,1
-0.5048725392778022,privileged,0
0.04326375891082207,privileged,1
-0.4173211161870405,privileged,0
2.409807154162494,privileged,1
-0.16249827509338033,privileged,0
0.1723083047171715,privileged,1
1.1094898111730218,privileged,1
0.5685369811098053,privileged,1
0.6955817687992072,privileged,1
2.0276942103634785,privileged,1
1.4656084308776256,privileged,1
1.7649658879598984,privileged,1
1.8074204729322014,privileged,1
1.2544481109150545,privileged,1
1.3997034216739064,privileged,1
0.490216857292992,privileged,1
-0.07949178655439171,privileged,0
0.46560637659403464,privileged,1
2.3147089806836227,privileged,1
-0.9745213651486777,privileged,0
1.2639161908011518,privileged,1
1.288529579901601,privileged,1
0.7036464459911953,privileged,1
0.9482207555580027,privileged,1
1.1225882609833238,privileged,1
-0.8104351516511592,privileged,0
1.6056773279356622,privileged,1
1.6161829152746952,privileged,1
1.8888377055231613,privileged,1
0.5781863445357146,privileged,1
-0.3504187591482111,privileged,0
0.7355116161189816,privileged,1
