age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-per-year
39,State-gov,77572,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,2174,0,38,United-States,<=50K
49,Self-emp-not-inc,83253,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,12,United-States,<=50K
38,Private,209213,HS-grad,8,Divorced,?,Not-in-family,White,Male,0,0,38,United-States,<=50K
52,Private,227386,11th,7,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,38,United-States,<=50K
28,Private,337195,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,38,Cuba,<=50K
37,Private,280307,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,38,United-States,<=50K
48,Private,158319,9th,5,Married-spouse-absent,Other-service,Not-in-family,Black,Male,0,0,15,United-States,<=50K
52,Self-emp-not-inc,209642,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
29,Private,45781,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,4416,0,50,United-States,<=50K
42,Private,159449,Bachelors,13,Never-married,Craft-repair,Husband,White,Male,2290,0,40,United-States,<=50K
36,Private,280464,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,0,80,United-States,>50K
28,State-gov,141297,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K
23,Private,121253,Bachelors,13,Divorced,Transport-moving,Other-relative,White,Female,0,0,29,United-States,<=50K
32,Private,199934,Assoc-acdm,12,Widowed,Sales,Not-in-family,Black,Male,0,0,48,United-States,<=50K
39,Private,121772,Assoc-voc,11,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,?,<=50K
34,Private,238567,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,43,Mexico,<=50K
25,Self-emp-not-inc,174196,Bachelors,8,Never-married,Farming-fishing,Own-child,White,Male,0,0,34,United-States,<=50K
32,Private,183356,Some-college,8,Never-married,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
38,Private,28357,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
43,Self-emp-not-inc,292175,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
39,Private,193524,Some-college,16,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50K
53,Private,298489,HS-grad,8,Married-spouse-absent,Exec-managerial,Husband,Black,Female,0,0,18,United-States,<=50K
35,Federal-gov,76773,Bachelors,5,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,38,United-States,<=50K
43,Private,116541,Assoc-acdm,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,38,United-States,<=50K
57,Private,108140,HS-grad,8,Divorced,Tech-support,Husband,White,Female,0,0,38,United-States,<=50K
56,Local-gov,216851,Assoc-voc,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,166107,HS-grad,8,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,38,United-States,<=50K
54,?,180211,Some-college,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,60,South,<=50K
39,Private,360096,HS-grad,8,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,73,United-States,<=50K
48,Private,189551,Bachelors,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
23,Local-gov,187124,Assoc-acdm,12,Never-married,Protective-serv,Husband,White,Male,0,0,50,United-States,<=50K
20,Private,259479,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,42,United-States,<=50K
45,Private,378418,Bachelors,13,Separated,Exec-managerial,Husband,White,Male,0,1408,38,United-States,<=50K
30,Federal-gov,59732,Bachelors,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,<=50K
21,State-gov,309056,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,14,United-States,<=50K
48,Private,235442,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,Puerto-Rico,<=50K
21,Private,192732,Some-college,10,Never-married,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
19,Private,540712,HS-grad,8,Married-AF-spouse,Sales,Wife,White,Female,0,0,25,United-States,<=50K
29,Private,82775,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,38,?,<=50K
48,Self-emp-not-inc,258633,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K
30,Private,496538,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,41,United-States,<=50K
52,Self-emp-not-inc,88506,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K
24,Private,170038,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,<=50K
48,Private,94559,HS-grad,8,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,38,United-States,<=50K
25,Private,285902,HS-grad,8,Widowed,Sales,Husband,White,Male,0,0,34,United-States,<=50K
57,Federal-gov,337895,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K
52,Private,143267,HS-grad,8,Married-civ-spouse,?,Husband,White,Male,0,0,37,United-States,<=50K
44,Private,126446,Masters,14,Divorced,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K
