age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-per-year
39,State-gov,77332,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,2105,0,35,United-States,<=50K
50,Self-emp-inc,83311,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,11,United-States,<=50K
38,Private,205601,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,35,United-States,<=50K
53,Private,221043,11th,7,Divorced,Prof-specialty,Other-relative,Black,Male,0,0,35,United-States,<=50K
28,Private,338409,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,Black,Male,0,0,40,Cuba,<=50K
37,Private,284582,Masters,14,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
49,Private,160187,9th,5,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,16,United-States,<=50K
52,Self-emp-not-inc,200862,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,39,United-States,<=50K
31,Private,45781,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,13550,0,50,United-States,>50K
42,Private,155118,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,5013,0,35,United-States,>50K
37,Private,264166,Some-college,10,Divorced,Exec-managerial,Husband,Black,Male,0,0,68,United-States,<=50K
30,State-gov,138575,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,35,United-States,<=50K
23,Private,122272,Bachelors,13,Widowed,?,Own-child,White,Male,0,0,30,United-States,<=50K
32,Private,197553,Assoc-acdm,12,Never-married,Sales,Not-in-family,Black,Male,0,0,43,United-States,<=50K
40,Private,120429,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,35,?,<=50K
34,Private,231439,7th-8th,4,Never-married,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,39,United-States,<=50K
25,Self-emp-not-inc,172327,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,30,United-States,<=50K
32,Private,181667,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,35,United-States,<=50K
38,Private,27380,11th,7,Never-married,Sales,Husband,White,Male,0,0,43,United-States,<=50K
43,Self-emp-not-inc,292175,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,0,0,45,United-States,>50K
40,Private,187873,Masters,16,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,51,United-States,>50K
54,Private,302146,HS-grad,9,Never-married,Exec-managerial,Own-child,Black,Male,0,0,20,United-States,>50K
35,Federal-gov,76417,9th,5,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,0,0,35,United-States,<=50K
43,Private,115912,11th,7,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,1977,35,United-States,<=50K
59,Private,109015,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
56,Local-gov,206506,Bachelors,13,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,35,United-States,>50K
19,Private,164198,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,United-States,<=50K
54,?,175558,Some-college,10,Separated,?,Other-relative,Asian-Pac-Islander,Male,0,0,51,South,>50K
39,Private,349365,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,68,United-States,<=50K
49,Private,187728,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,35,United-States,<=50K
23,Local-gov,185366,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
20,Private,249787,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,38,United-States,<=50K
45,Private,367037,Masters,13,Divorced,Exec-managerial,Own-child,White,Male,0,1092,35,United-States,<=50K
30,Federal-gov,59944,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
22,State-gov,292933,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,13,United-States,<=50K
48,Private,228570,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,35,Puerto-Rico,<=50K
21,Private,190729,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,35,United-States,<=50K
19,Private,544091,HS-grad,9,Married-AF-spouse,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
31,Private,84154,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,33,?,<=50K
48,Self-emp-not-inc,249249,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K
31,Private,483530,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37,United-States,<=50K
53,Private,87605,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
24,Private,168475,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,43,United-States,<=50K
49,Private,94638,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
25,Private,272471,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K
57,Federal-gov,320513,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,35,United-States,<=50K
53,Private,141742,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,33,United-States,<=50K
44,Private,128354,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
41,State-gov,99549,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,35,United-States,<=50K
