age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-per-year
39,State-gov,77572,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Male,2174,0,38,United-States,<=50K
49,Self-emp-not-inc,83253,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,12,United-States,<=50K
38,Private,207665,HS-grad,8,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K
52,Private,225612,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,38,United-States,<=50K
28,Local-gov,336880,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,38,Cuba,<=50K
37,Private,279337,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,38,United-States,<=50K
48,Private,157778,Bachelors,5,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,0,0,15,United-States,<=50K
52,Self-emp-not-inc,209642,HS-grad,8,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
29,Private,45781,Some-college,14,Never-married,Exec-managerial,Not-in-family,White,Female,3674,0,50,United-States,<=50K
42,Private,159449,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,1797,0,40,United-States,<=50K
36,Private,280464,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,80,United-States,<=50K
28,Private,141297,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
23,Private,121012,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,29,United-States,<=50K
32,Private,198841,Assoc-acdm,12,Never-married,Sales,Husband,Black,Male,0,0,47,United-States,<=50K
39,Private,121772,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,?,<=50K
34,Private,236944,Bachelors,4,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,43,United-States,<=50K
25,Self-emp-not-inc,173495,HS-grad,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,34,United-States,<=50K
32,Private,182581,HS-grad,8,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,38,United-States,<=50K
38,Private,28197,Some-college,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,47,United-States,<=50K
43,Self-emp-not-inc,292175,Some-college,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
39,Private,193524,HS-grad,16,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
53,Private,297574,HS-grad,8,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,0,18,United-States,<=50K
35,Federal-gov,76773,Bachelors,5,Married-civ-spouse,Sales,Husband,Black,Male,0,0,38,United-States,<=50K
43,Private,116391,Assoc-voc,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,38,United-States,<=50K
57,Private,107845,HS-grad,8,Married-civ-spouse,Tech-support,Unmarried,White,Female,0,0,38,United-States,<=50K
56,Self-emp-inc,216851,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,165484,HS-grad,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,<=50K
54,?,180211,Some-college,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,60,South,<=50K
39,Private,358668,HS-grad,8,Never-married,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
48,Private,188503,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
23,Local-gov,186183,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Unmarried,White,Male,0,0,49,United-States,<=50K
20,Private,257942,Some-college,10,Never-married,Sales,Wife,Black,Male,0,0,42,United-States,<=50K
45,Private,377018,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1408,38,United-States,<=50K
30,Federal-gov,59612,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,United-States,<=50K
21,State-gov,308686,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,14,United-States,<=50K
48,Private,233777,Assoc-acdm,7,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,38,?,<=50K
21,Private,191712,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
19,Private,539563,Assoc-acdm,8,Married-AF-spouse,Adm-clerical,Wife,White,Male,0,0,25,United-States,<=50K
29,Private,82497,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,?,<=50K
48,Self-emp-not-inc,257295,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K
30,Private,493862,HS-grad,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,41,United-States,<=50K
52,Self-emp-not-inc,88506,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K
24,Private,169397,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,47,United-States,<=50K
48,Private,94552,HS-grad,8,Separated,Handlers-cleaners,Husband,White,Female,0,0,38,United-States,<=50K
25,Private,284916,Bachelors,8,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,34,United-States,<=50K
57,Federal-gov,337895,Some-college,13,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
52,Private,142924,HS-grad,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37,United-States,<=50K
44,Private,126060,Masters,14,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,<=50K
41,State-gov,101534,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,<=50K
29,Private,265535,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,41,United-States,<=50K
25,Private,31588,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,38,United-States,<=50K
18,Private,217775,HS-grad,8,Divorced,Transport-moving,Unmarried,White,Female,0,0,29,?,<=50K
47,Private,51835,HS-grad,15,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0,1594,60,Honduras,<=50K
50,Local-gov,251585,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
47,Self-emp-inc,108837,HS-grad,8,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,56,United-States,<=50K
43,Private,237993,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,208613,Bachelors,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
35,Private,55291,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K
41,Private,145964,Masters,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
30,Federal-gov,183735,HS-grad,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,38,United-States,<=50K
30,Private,58913,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2387,0,38,United-States,<=50K
32,Private,287927,Some-college,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,?,<=50K
48,Private,147629,Bachelors,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,<=50K
42,Private,116632,HS-grad,16,Never-married,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
29,Private,104917,HS-grad,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,54,United-States,<=50K
36,Private,153484,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
28,Federal-gov,178866,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,<=50K
53,Private,169846,HS-grad,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
49,Self-emp-inc,191681,Some-college,10,Divorced,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K
25,?,195161,Some-college,10,Separated,?,Husband,White,Male,0,0,38,United-States,<=50K
19,Private,101510,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,United-States,<=50K
30,Private,306908,Bachelors,13,Separated,Sales,Husband,Black,Female,0,0,38,United-States,<=50K
27,Self-emp-not-inc,162298,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,<=50K
23,Private,204402,Some-college,10,Never-married,Sales,Unmarried,White,Male,0,0,38,United-States,<=50K
75,Private,123044,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,18,United-States,<=50K
27,Private,206046,HS-grad,8,Never-married,Other-service,Unmarried,White,Male,0,0,38,United-States,<=50K
39,Private,31533,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,<=50K
64,Local-gov,205047,Bachelors,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
18,Private,306889,Some-college,7,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,21,United-States,<=50K
30,Local-gov,124071,Bachelors,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,<=50K
18,Private,424468,HS-grad,8,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,29,United-States,<=50K
51,Private,270147,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,Cuba,<=50K
46,Private,50459,HS-grad,8,Married-civ-spouse,?,Wife,White,Female,0,0,38,United-States,<=50K
57,Private,157562,Bachelors,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
44,Private,343591,HS-grad,8,Divorced,Craft-repair,Not-in-family,White,Female,3887,0,40,United-States,<=50K
52,Private,343721,Doctorate,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,34,United-States,<=50K
49,Local-gov,268234,HS-grad,8,Divorced,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,196403,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,47,United-States,<=50K
30,Private,53304,Some-college,5,Divorced,Sales,Not-in-family,White,Male,0,0,38,United-States,<=50K
43,Federal-gov,410867,HS-grad,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
56,Private,240629,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K
37,Private,281425,HS-grad,10,Divorced,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
28,Private,204751,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,25,United-States,<=50K
30,Private,117236,HS-grad,8,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,1573,34,?,<=50K
33,Local-gov,226296,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
29,Local-gov,115066,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,47,United-States,<=50K
48,Self-emp-not-inc,191277,HS-grad,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1594,60,United-States,<=50K
36,Private,202683,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
48,Private,168001,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38,England,<=50K
32,Federal-gov,240374,HS-grad,8,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,38,United-States,<=50K
76,Private,124191,HS-grad,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,198282,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,60,United-States,<=50K
47,Self-emp-not-inc,147256,Masters,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,47,United-States,<=50K
20,Private,183898,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,38,United-States,<=50K
29,Private,102986,Masters,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
30,Private,317660,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,2463,0,40,United-States,<=50K
17,Private,301802,Bachelors,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,34095,0,32,United-States,<=50K
30,Private,189824,HS-grad,7,Divorced,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,<=50K
30,Local-gov,185057,11th,8,Never-married,Transport-moving,Husband,White,Male,0,0,38,United-States,<=50K
42,Private,123044,HS-grad,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,<=50K
24,Private,412296,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,United-States,<=50K
37,Private,63734,Some-college,15,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
56,Self-emp-not-inc,335605,HS-grad,8,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,1573,50,Canada,<=50K
28,Private,369468,HS-grad,10,Married-civ-spouse,Sales,Wife,White,Female,3942,0,25,United-States,<=50K
36,Private,102583,Assoc-acdm,8,Never-married,Craft-repair,Husband,White,Female,0,0,38,United-States,<=50K
52,Private,95654,Masters,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,47,United-States,<=50K
55,Self-emp-inc,298445,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,47,United-States,<=50K
49,Local-gov,197371,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
54,Private,238311,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,<=50K
21,Private,102476,Bachelors,8,Divorced,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
21,Private,194404,Some-college,10,Never-married,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
39,Private,118212,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,56,United-States,<=50K
30,Private,77143,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,38,Germany,<=50K
27,State-gov,267989,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
19,Private,296478,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,34,United-States,<=50K
47,Private,287828,HS-grad,13,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Private,110748,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,1719,27,United-States,<=50K
29,Private,114937,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
35,?,127151,HS-grad,8,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States,<=50K
39,Private,357679,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,<=50K
28,Private,69621,Assoc-acdm,12,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,56,United-States,<=50K
24,Private,40856,HS-grad,8,Never-married,Exec-managerial,Not-in-family,White,Male,0,1741,38,United-States,<=50K
38,Self-emp-not-inc,119592,Some-college,8,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,34,United-States,<=50K
37,Private,244473,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,47,United-States,<=50K
46,Private,144844,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Black,Female,0,0,35,United-States,<=50K
