age,education-num,capital-gain,capital-loss,hours-per-week,sex,income-per-year
0.8,0.0210502105021,0.301369863014,0.0,0.397959183673,1.0,0
0.8,0.0,0.452054794521,0.0,0.122448979592,1.0,0
0.533333333333,0.0,0.287671232877,0.0,0.397959183673,1.0,0
0.4,0.0,0.493150684932,0.0,0.397959183673,1.0,0
0.8,0.0,0.191780821918,0.0,0.397959183673,1.0,0
0.866666666667,0.0,0.301369863014,0.0,0.397959183673,1.0,0
0.266666666667,0.0,0.452054794521,0.0,0.224489795918,1.0,0
0.533333333333,0.0,0.479452054795,0.0,0.448979591837,1.0,1
0.866666666667,0.150241502415,0.232876712329,0.0,0.591836734694,1.0,1
0.8,0.0517805178052,0.342465753425,0.0,0.397959183673,1.0,1
0.6,0.0,0.27397260274,0.0,0.80612244898,1.0,1
0.8,0.0,0.178082191781,0.0,0.397959183673,1.0,1
0.8,0.0,0.109589041096,0.0,0.387755102041,1.0,0
0.733333333333,0.0,0.205479452055,0.0,0.5,1.0,0
0.2,0.0,0.232876712329,0.0,0.448979591837,1.0,0
0.533333333333,0.0,0.109589041096,0.0,0.34693877551,1.0,0
0.533333333333,0.0,0.205479452055,0.0,0.397959183673,1.0,0
0.4,0.0,0.287671232877,0.0,0.5,1.0,0
0.866666666667,0.0,0.383561643836,0.0,0.5,1.0,1
1.0,0.0,0.315068493151,0.0,0.602040816327,1.0,1
0.533333333333,0.0,0.520547945205,0.0,0.244897959184,1.0,0
0.266666666667,0.0,0.246575342466,0.0,0.397959183673,1.0,0
0.4,0.0,0.356164383562,0.468778696051,0.397959183673,1.0,0
0.533333333333,0.0,0.575342465753,0.0,0.397959183673,1.0,0
0.8,0.0,0.534246575342,0.0,0.397959183673,1.0,1
0.533333333333,0.0,0.027397260274,0.0,0.397959183673,1.0,0
0.533333333333,0.0,0.301369863014,0.0,0.80612244898,1.0,0
0.533333333333,0.0,0.438356164384,0.0,0.397959183673,1.0,0
0.733333333333,0.0,0.0821917808219,0.0,0.520408163265,1.0,0
0.6,0.0,0.041095890411,0.0,0.438775510204,1.0,0
0.8,0.0,0.383561643836,0.323232323232,0.397959183673,1.0,0
0.6,0.0,0.178082191781,0.0,0.397959183673,1.0,0
0.6,0.0,0.0684931506849,0.0,0.142857142857,1.0,0
0.4,0.0,0.424657534247,0.0,0.397959183673,1.0,0
0.6,0.0,0.0547945205479,0.0,0.397959183673,1.0,0
0.533333333333,0.0,0.041095890411,0.0,0.367346938776,1.0,0
0.733333333333,0.0,0.424657534247,0.0,0.397959183673,1.0,0
0.266666666667,0.0,0.191780821918,0.0,0.428571428571,1.0,0
0.8,0.0,0.493150684932,0.0,0.397959183673,1.0,0
0.8,0.0,0.0958904109589,0.0,0.5,1.0,0
0.533333333333,0.0,0.452054794521,0.0,0.397959183673,1.0,0
0.533333333333,0.0,0.109589041096,0.0,0.34693877551,1.0,0
0.8,0.0,0.547945205479,0.0,0.397959183673,1.0,1
0.533333333333,0.0,0.493150684932,0.0,0.377551020408,1.0,0
0.866666666667,0.0,0.397260273973,0.0,0.397959183673,1.0,0
0.666666666667,0.0,0.328767123288,0.0,0.397959183673,1.0,0
0.666666666667,0.0,0.164383561644,0.0,0.428571428571,1.0,0
0.6,0.0,0.150684931507,0.0,0.397959183673,1.0,0
0.933333333333,0.0,0.424657534247,0.453856749311,0.65306122449,1.0,1
0.8,0.0,0.452054794521,0.0,0.540816326531,1.0,1
0.533333333333,0.0,0.41095890411,0.0,0.602040816327,1.0,0
0.6,0.0,0.356164383562,0.0,0.397959183673,1.0,1
0.133333333333,0.0,0.397260273973,0.0,0.397959183673,1.0,0
0.666666666667,0.0,0.246575342466,0.0,0.397959183673,1.0,0
0.533333333333,0.0,0.328767123288,0.0,0.479591836735,1.0,0
0.533333333333,0.050130501305,0.178082191781,0.0,0.397959183673,1.0,0
0.8,0.0240702407024,0.178082191781,0.0,0.397959183673,1.0,0
0.533333333333,0.0,0.424657534247,0.0,0.397959183673,1.0,0
1.0,0.0,0.342465753425,0.0,0.448979591837,1.0,1
0.6,0.0,0.164383561644,0.0,0.581632653061,1.0,0
0.533333333333,0.0,0.260273972603,0.0,0.397959183673,1.0,0
0.6,0.0,0.191780821918,0.0,0.397959183673,1.0,0
0.533333333333,0.0,0.506849315068,0.0,0.397959183673,1.0,1
0.6,0.0,0.438356164384,0.0,0.5,1.0,1
0.6,0.0,0.027397260274,0.0,0.316326530612,1.0,0
0.8,0.0,0.232876712329,0.0,0.397959183673,1.0,0
0.8,0.0,0.164383561644,0.0,0.704081632653,1.0,1
0.6,0.0,0.0821917808219,0.0,0.397959183673,1.0,0
0.6,0.0,0.849315068493,0.0,0.19387755102,1.0,0
0.533333333333,0.0,0.13698630137,0.0,0.397959183673,1.0,0
0.733333333333,0.0,0.315068493151,0.0,0.397959183673,1.0,0
0.4,0.0,0.013698630137,0.0,0.336734693878,1.0,0
0.2,0.0,0.191780821918,0.0,0.397959183673,1.0,0
0.533333333333,0.0,0.013698630137,0.0,0.295918367347,1.0,0
0.8,0.0,0.479452054795,0.0,0.397959183673,1.0,0
0.533333333333,0.0,0.41095890411,0.0,0.397959183673,1.0,0
0.533333333333,0.0,0.575342465753,0.0,0.479591836735,1.0,0
0.533333333333,0.20051200512,0.397260273973,0.0,0.397959183673,1.0,1
0.533333333333,0.0,0.506849315068,0.0,0.397959183673,1.0,0
0.533333333333,0.0,0.438356164384,0.0,0.397959183673,1.0,1
0.866666666667,0.0,0.219178082192,0.0,0.5,1.0,0
0.333333333333,0.0,0.178082191781,0.0,0.397959183673,1.0,0
1.0,0.0,0.383561643836,0.0,0.591836734694,1.0,1
0.666666666667,0.0,0.547945205479,0.0,0.397959183673,1.0,0
0.6,0.0,0.301369863014,0.0,0.397959183673,1.0,0
0.6,0.0,0.191780821918,0.0,0.367346938776,1.0,0
0.8,0.0,0.232876712329,0.0,0.397959183673,1.0,1
0.6,0.0,0.164383561644,0.0,0.5,1.0,0
1.0,0.0,0.424657534247,0.436639118457,0.602040816327,1.0,1
0.6,0.0,0.27397260274,0.0,0.479591836735,1.0,1
0.733333333333,0.0,0.452054794521,0.0,0.397959183673,1.0,0
0.533333333333,0.0,0.205479452055,0.0,0.397959183673,1.0,0
0.866666666667,0.0,0.808219178082,0.0,0.397959183673,1.0,1
0.8,0.150241502415,0.369863013699,0.0,0.602040816327,1.0,1
0.866666666667,0.0,0.424657534247,0.0,0.591836734694,1.0,0
0.6,0.0,0.0547945205479,0.0,0.397959183673,1.0,0
0.533333333333,0.0,0.164383561644,0.0,0.397959183673,1.0,0
0.533333333333,0.0768807688077,0.205479452055,0.0,0.397959183673,1.0,1
0.4,0.0,0.178082191781,0.0,0.397959183673,1.0,0
0.533333333333,0.0,0.232876712329,0.0,0.397959183673,1.0,0
0.533333333333,0.0,0.342465753425,0.0,0.397959183673,1.0,0
0.8,0.0,0.0958904109589,0.0,0.397959183673,1.0,0
